city,state,lat,lon
Burlington Junction,MO,40.442125,-95.051663
Butler,MO,38.271245,-94.31375
Butterfield,MO,36.745066,-93.912609
Cabool,MO,37.131366,-92.114409
Cadet,MO,38.012534,-90.743932
Cainsville,MO,40.457768,-93.759047
Cairo,MO,39.51141,-92.440027
Caledonia,MO,37.763881,-90.740936
Calhoun,MO,38.485842,-93.645929
California,MO,38.622369,-92.545558
Callao,MO,39.744849,-92.635144
Camden,MO,39.204806,-94.025913
Camden Point,MO,39.451549,-94.744438
Camdenton,MO,38.018534,-92.767744
Cameron,MO,39.730892,-94.243723
Campbell,MO,36.519714,-90.082859
Canalou,MO,36.755,-89.686944
Canton,MO,40.143695,-91.547987
Cape Fair,MO,36.693776,-93.524255
Cape Girardeau,MO,37.31685,-89.545861
Caplinger Mills,MO,37.794167,-93.804167
Cardwell,MO,36.04345,-90.290696
Carl Junction,MO,37.179479,-94.55502
Carrollton,MO,39.367334,-93.492626
Carterville,MO,37.150734,-94.435938
Carthage,MO,37.159686,-94.311232
Caruthersville,MO,36.180237,-89.668306
Cascade,MO,37.299444,-90.269167
Cassville,MO,36.678386,-93.84667
Catawissa,MO,38.436161,-90.761703
Catron,MO,36.687578,-89.770647
Caulfield,MO,36.60353,-92.067773
Cedar Hill,MO,38.357319,-90.649777
Cedarcreek,MO,36.571013,-93.017239
Center,MO,39.515397,-91.539842
Centertown,MO,38.629705,-92.399521
Centerview,MO,38.78971,-93.870234
Centerville,MO,37.428537,-90.975657
Centralia,MO,39.196089,-92.147244
Chadwick,MO,36.922041,-93.045082
Chaffee,MO,37.172612,-89.64565
Chamois,MO,38.652683,-91.76968
Charleston,MO,36.921341,-89.334207
Cherryville,MO,37.806601,-91.234807
Chesterfield,MO,38.631832,-90.614185
Chestnutridge,MO,36.835283,-93.101217
Chilhowee,MO,38.612604,-93.865325
Chillicothe,MO,39.796569,-93.550887
Chula,MO,39.922606,-93.484095
Clarence,MO,39.736648,-92.25297
Clark,MO,39.315293,-92.382706
Clarksburg,MO,38.643156,-92.672925
Clarksdale,MO,39.813675,-94.54212
Clarksville,MO,39.346477,-90.936205
Clarkton,MO,36.447812,-89.972852
Clearmont,MO,40.517489,-95.005478
Cleveland,MO,38.68977,-94.5695
Clever,MO,37.034796,-93.44747
Clifton Hill,MO,39.425985,-92.667676
Climax Springs,MO,38.139586,-92.95371
Clinton,MO,38.368811,-93.758906
Clubb,MO,37.2302,-90.359638
Clyde,MO,40.264475,-94.654563
Coatsville,MO,40.566473,-92.638801
Coffey,MO,40.099928,-94.025151
Cole Camp,MO,38.453124,-93.191529
Collins,MO,37.880998,-93.660849
Columbia,MO,38.938176,-92.304865
Commerce,MO,37.158889,-89.442778
Conception,MO,40.230929,-94.684302
Conception Junction,MO,40.266017,-94.696797
Concordia,MO,38.977553,-93.581205
Conway,MO,37.508472,-92.7891
Cook,MO,37.855234,-91.461631
Cooter,MO,36.046667,-89.81
Corder,MO,39.102401,-93.639127
Cosby,MO,39.855534,-94.697678
Cottleville,MO,38.746111,-90.653889
Couch,MO,36.565268,-91.330991
Cowgill,MO,39.564314,-93.929469
Craig,MO,40.193873,-95.377047
Crane,MO,36.925771,-93.530339
Creighton,MO,38.507754,-94.092604
Crocker,MO,37.944611,-92.269998
Cross Timbers,MO,38.023873,-93.19781
Crystal City,MO,38.23002,-90.382525
Cuba,MO,38.092553,-91.40814
Curryville,MO,39.325702,-91.349301
Dadeville,MO,37.510458,-93.695562
Daisy,MO,37.515064,-89.821327
Dalton,MO,39.40346,-92.994366
Darlington,MO,40.195517,-94.404899
Davisville,MO,37.792596,-91.132872
Dawn,MO,39.666506,-93.596405
De Kalb,MO,39.583361,-94.927027
De Soto,MO,38.120421,-90.554621
De Witt,MO,39.358978,-93.301583
Dearborn,MO,39.517248,-94.766368
Deepwater,MO,38.243164,-93.730281
Deerfield,MO,37.82109,-94.484845
Deering,MO,36.190833,-89.882778
Defiance,MO,38.661557,-90.830231
Delta,MO,37.184417,-89.76086
Denver,MO,40.418074,-94.306624
Des Arc,MO,37.29546,-90.62787
Devils Elbow,MO,37.85026,-92.085693
Dexter,MO,36.788458,-89.963933
Diamond,MO,37.005993,-94.32041
Diggins,MO,37.1725,-92.854167
Dittmer,MO,38.315465,-90.691101
Dixon,MO,37.984766,-92.089662
Doe Run,MO,37.734818,-90.496842
Doniphan,MO,36.621094,-90.81953
Dora,MO,36.756009,-92.237796
Dover,MO,39.192619,-93.668377
Downing,MO,40.479828,-92.391762
Drexel,MO,38.495625,-94.592765
Drury,MO,36.93193,-92.366396
Dudley,MO,36.810981,-90.120974
Duenweg,MO,37.083611,-94.413333
Duke,MO,37.655001,-91.993063
Dunnegan,MO,37.703137,-93.521605
Durham,MO,39.962486,-91.670415
Dutchtown,MO,37.252778,-89.659722
Dutzow,MO,38.605556,-90.994444
Eagle Rock,MO,36.548035,-93.733609
Eagleville,MO,40.491197,-93.995058
Earth City,MO,38.7561,-90.458062
East Lynne,MO,38.668333,-94.229167
East Prairie,MO,36.777609,-89.372629
Easton,MO,39.751709,-94.658194
Edgar Springs,MO,37.736505,-91.890579
Edgerton,MO,39.474213,-94.635217
Edina,MO,40.179452,-92.145549
Edwards,MO,38.190564,-93.147104
El Dorado Springs,MO,37.858517,-94.030091
Eldon,MO,38.340127,-92.573619
Eldridge,MO,37.83456,-92.738202
Elk Creek,MO,37.217087,-91.998812
Elkland,MO,37.433591,-93.020983
Ellington,MO,37.239797,-90.958851
Ellsinore,MO,36.945263,-90.74853
Elmer,MO,39.941456,-92.642413
Elmo,MO,40.518492,-95.123564
Elsberry,MO,39.158953,-90.815956
Emden,MO,39.85013,-91.880926
Eminence,MO,37.162556,-91.451933
Emma,MO,38.977778,-93.493889
Eolia,MO,39.243097,-91.009322
Essex,MO,36.810859,-89.836649
Ethel,MO,39.914605,-92.766396
Eudora,MO,37.4825,-93.5375
Eugene,MO,38.359849,-92.368853
Eunice,MO,37.212277,-91.723191
Eureka,MO,38.484832,-90.626277
Everton,MO,37.235428,-93.689434
Ewing,MO,39.996237,-91.721627
Excello,MO,39.645543,-92.475705
Excelsior Springs,MO,39.33491,-94.223614
Exeter,MO,36.681498,-93.970209
Fagus,MO,36.511389,-90.266944
Fair Grove,MO,37.372143,-93.142824
Fair Play,MO,37.633496,-93.606355
Fairdealing,MO,36.670404,-90.633515
Fairfax,MO,40.330193,-95.375075
Fairport,MO,39.987778,-94.345833
Fairview,MO,36.825419,-94.091203
Falcon,MO,37.606099,-92.346562
Farber,MO,39.27424,-91.579843
Farley,MO,39.282222,-94.831111
Farmington,MO,37.777299,-90.409377
Farrar,MO,37.702222,-89.688611
Faucett,MO,39.589124,-94.791276
Fayette,MO,39.143041,-92.658287
Fenton,MO,38.501489,-90.468299
Festus,MO,38.187889,-90.42859
Fillmore,MO,40.014212,-94.955496
Fisk,MO,36.783625,-90.216758
Flemington,MO,37.780268,-93.447131
Fletcher,MO,38.180141,-90.734456
Flinthill,MO,38.855,-90.861111
Florence,MO,38.610056,-92.998606
Florissant,MO,38.806865,-90.340097
Foley,MO,39.053019,-90.777468
Fordland,MO,37.14474,-92.911148
Forest City,MO,39.989708,-95.191594
Foristell,MO,38.762557,-90.934328
Forsyth,MO,36.69548,-93.114968
Fort Leonard Wood,MO,37.759856,-92.126345
Fortuna,MO,38.574391,-92.784948
Foster,MO,38.17338,-94.537067
Frankford,MO,39.489246,-91.303086
Franklin,MO,39.066818,-92.831596
Fredericktown,MO,37.543716,-90.310527
Freeburg,MO,38.355085,-91.927605
Freeman,MO,38.624549,-94.495561
Freistatt,MO,37.017563,-93.896144
Fremont,MO,36.917164,-91.143984
French Village,MO,37.996101,-90.400507
Friedheim,MO,37.566904,-89.837552
Frohna,MO,37.66855,-89.661903
Fulton,MO,38.851821,-91.96055
Gainesville,MO,36.590101,-92.416151
Galena,MO,36.819835,-93.48113
Gallatin,MO,39.902486,-93.978748
Galt,MO,40.14398,-93.395261
Garden City,MO,38.568082,-94.182532
Garrison,MO,36.860997,-92.9985
Gasconade,MO,38.669444,-91.56
Gatewood,MO,36.562608,-91.070333
Gentry,MO,40.341112,-94.414198
Gerald,MO,38.350719,-91.293062
Gibbs,MO,40.083962,-92.443495
Gibson,MO,36.441111,-90.030833
Gideon,MO,36.45378,-89.913546
Gilliam,MO,39.244708,-92.993222
Gilman City,MO,40.145005,-93.831979
Gipsy,MO,37.131092,-90.194077
Glasgow,MO,39.225736,-92.831812
Glenallen,MO,37.323119,-90.051495
Glencoe,MO,38.5745,-90.643971
Glenwood,MO,40.514935,-92.588642
Gobler,MO,36.158987,-89.934907
Golden,MO,36.562486,-93.622988
Golden City,MO,37.399535,-94.102683
Goodman,MO,36.732335,-94.39855
Gordonville,MO,37.311111,-89.679167
Gorin,MO,40.362217,-92.01397
Gower,MO,39.602009,-94.596526
Graff,MO,37.326214,-92.264726
Graham,MO,40.201204,-95.012118
Grain Valley,MO,39.027361,-94.20874
Granby,MO,36.906562,-94.264349
Grandin,MO,36.827961,-90.794175
Grandview,MO,38.881936,-94.520542
Granger,MO,40.4625,-92.016667
Grant City,MO,40.492358,-94.397908
Gravois Mills,MO,38.258445,-92.823029
Gray Summit,MO,38.503044,-90.829184
Grayridge,MO,36.824167,-89.780833
Green Castle,MO,40.270325,-92.877966
Green City,MO,40.260125,-92.953244
Green Ridge,MO,38.618983,-93.437395
Greenfield,MO,37.419662,-93.840689
Greentop,MO,40.344593,-92.55667
Greenville,MO,37.110838,-90.451362
Greenwood,MO,38.842813,-94.334767
Grover,MO,38.573316,-90.646112
Grovespring,MO,37.494667,-92.600141
Grubville,MO,38.288333,-90.754722
Guilford,MO,40.174614,-94.695076
Hale,MO,39.595302,-93.34448
Half Way,MO,37.601795,-93.241989
Hallsville,MO,39.105429,-92.223855
Halltown,MO,37.193333,-93.625278
Hamilton,MO,39.736412,-93.990898
Hannibal,MO,39.70636,-91.38387
Hardenville,MO,36.592625,-92.367766
Hardin,MO,39.350433,-93.840869
Harris,MO,40.307519,-93.350106
Harrisburg,MO,39.120312,-92.440955
Harrisonville,MO,38.64193,-94.32852
Hartsburg,MO,38.715902,-92.286377
Hartshorn,MO,37.284306,-91.683418
Hartville,MO,37.273453,-92.518058
Harviell,MO,36.672318,-90.558304
Harwood,MO,37.953028,-94.140194
Hatfield,MO,40.521853,-94.169059
Hawk Point,MO,38.976576,-91.121067
Hayti,MO,36.239475,-89.751607
Hazelwood,MO,38.780875,-90.366925
Helena,MO,39.925122,-94.69212
Hematite,MO,38.201944,-90.480833
Henley,MO,38.388133,-92.312303
Henrietta,MO,39.236732,-93.936873
Herculaneum,MO,38.260087,-90.387095
Hermann,MO,38.668381,-91.467717
Hermitage,MO,37.896853,-93.297902
Higbee,MO,39.305521,-92.516309
Higginsville,MO,39.070504,-93.713265
High Hill,MO,38.890238,-91.371473
High Point,MO,38.478237,-92.600514
High Ridge,MO,38.472783,-90.528127
Highlandville,MO,36.94077,-93.26802
Hillsboro,MO,38.258582,-90.578196
Holcomb,MO,36.38846,-90.020795
Holden,MO,38.718595,-93.985571
Holland,MO,36.055833,-89.870833
Holliday,MO,39.490436,-92.131759
Hollister,MO,36.610727,-93.228585
Holt,MO,39.428867,-94.368876
Holts Summit,MO,38.632784,-92.116345
Hopkins,MO,40.548328,-94.818948
Hornersville,MO,36.062694,-90.081643
House Springs,MO,38.413068,-90.557539
Houston,MO,37.321829,-91.952982
Houstonia,MO,38.910581,-93.332531
Huggins,MO,37.266224,-92.148605
Hughesville,MO,38.84944,-93.215895
Humansville,MO,37.792282,-93.579531
Hume,MO,38.059635,-94.561
Humphreys,MO,40.114448,-93.301455
Hunnewell,MO,39.701831,-91.883231
Huntsville,MO,39.435371,-92.552992
Hurdland,MO,40.160909,-92.279066
Hurley,MO,36.925425,-93.476803
Iberia,MO,38.121926,-92.298897
Imperial,MO,38.392733,-90.431134
Independence,MO,39.098288,-94.411072
Ionia,MO,38.501887,-93.322358
Irondale,MO,37.82962,-90.698389
Ironton,MO,37.614702,-90.635635
Isabella,MO,36.574924,-92.605277
Jackson,MO,37.387885,-89.651939
Jacksonville,MO,39.579076,-92.431536
Jadwin,MO,37.473619,-91.515887
Jameson,MO,40.004615,-93.959747
Jamesport,MO,39.983724,-93.780048
Jamestown,MO,38.779292,-92.480651
Jasper,MO,37.318224,-94.273126
Jefferson City,MO,38.546212,-92.152462
Jerico Springs,MO,37.661343,-94.012912
Jerome,MO,37.92543,-91.99057
Jonesburg,MO,38.871658,-91.30193
Joplin,MO,37.096858,-94.505144
Kahoka,MO,40.426576,-91.725033
Kaiser,MO,38.163673,-92.579869
Kansas City,MO,39.163189,-94.569882
Kearney,MO,39.365175,-94.362104
Kelso,MO,37.190556,-89.549444
Kennett,MO,36.240656,-90.049057
Kewanee,MO,36.671111,-89.573889
Keytesville,MO,39.479388,-92.930187
Kidder,MO,39.757039,-94.130005
Kimberling City,MO,36.63928,-93.43721
Kimmswick,MO,38.365278,-90.362778
King City,MO,40.065184,-94.523412
Kingdom City,MO,38.95508,-91.952008
Kingston,MO,39.6508,-94.082694
Kingsville,MO,38.817755,-94.046188
Kirbyville,MO,36.642615,-93.168256
Kirksville,MO,40.190765,-92.585634
Kissee Mills,MO,36.670446,-93.037733
Knob Lick,MO,37.675278,-90.367222
Knob Noster,MO,38.746932,-93.556422
Knox City,MO,40.138357,-92.007703
Koeltztown,MO,38.323526,-92.048365
Koshkonong,MO,36.605553,-91.630411
La Belle,MO,40.116383,-91.917125
La Grange,MO,40.039126,-91.518247
La Monte,MO,38.775256,-93.431266
La Plata,MO,40.020831,-92.507669
La Russell,MO,37.17387,-94.032874
Labadie,MO,38.520031,-90.876966
Laclede,MO,39.7837,-93.167971
Laddonia,MO,39.259328,-91.689348
Lake Ozark,MO,38.209127,-92.677555
Lake Saint Louis,MO,38.79355,-90.785407
Lake Spring,MO,37.7825,-91.678611
Lamar,MO,37.500221,-94.270253
Lampe,MO,36.576725,-93.451602
Lanagan,MO,36.605956,-94.4551
Lancaster,MO,40.525265,-92.526403
Laquey,MO,37.749378,-92.337901
Laredo,MO,40.014397,-93.440676
Latham,MO,38.550035,-92.653647
Lathrop,MO,39.517727,-94.309271
Laurie,MO,38.199167,-92.833333
Lawson,MO,39.440129,-94.196588
Leadwood,MO,37.864081,-90.591007
Leasburg,MO,38.081054,-91.2488
Lebanon,MO,37.685049,-92.655029
Lees Summit,MO,38.921094,-94.348744
Leeton,MO,38.614113,-93.712321
Lenox,MO,37.640757,-91.727735
Lentner,MO,39.712269,-92.148916
Leonard,MO,39.907577,-92.194679
Leopold,MO,37.260903,-89.922735
Leslie,MO,38.458228,-91.195164
Lesterville,MO,37.482004,-90.842544
Levasy,MO,39.135556,-94.132778
Lewistown,MO,40.086666,-91.815663
Lexington,MO,39.174249,-93.871438
Liberal,MO,37.572453,-94.520377
Liberty,MO,39.241916,-94.433664
Licking,MO,37.509082,-91.855585
Liguori,MO,38.331944,-90.4325
Lilbourn,MO,36.585313,-89.611241
Lincoln,MO,38.407271,-93.3668
Linn,MO,38.473855,-91.81945
Linn Creek,MO,38.060524,-92.683077
Linneus,MO,39.909945,-93.188529
Livonia,MO,40.511237,-92.724084
Lock Springs,MO,39.907396,-93.797697
Lockwood,MO,37.386605,-93.86715
Lodi,MO,37.242046,-90.463225
Lohman,MO,38.548434,-92.384216
Lone Jack,MO,38.891837,-94.161453
Lonedell,MO,38.274982,-90.822216
Long Lane,MO,37.580769,-92.930853
Loose Creek,MO,38.471715,-91.959126
Louisburg,MO,37.682843,-93.100699
Louisiana,MO,39.43359,-91.066385
Lowndes,MO,37.134318,-90.254437
Lowry City,MO,38.140443,-93.711352
Lucerne,MO,40.438182,-93.286654
Ludlow,MO,39.655064,-93.704578
Luebbering,MO,38.261499,-90.802713
Luray,MO,40.493096,-91.891227
Lynchburg,MO,37.505357,-92.320196
Macks Creek,MO,37.961563,-92.960349
Macomb,MO,37.104947,-92.48207
Macon,MO,39.748089,-92.462163
Madison,MO,39.461543,-92.228715
Maitland,MO,40.199111,-95.092706
Malden,MO,36.567209,-89.973679
Malta Bend,MO,39.195108,-93.381325
Mansfield,MO,37.1273,-92.593553
Mapaville,MO,38.248889,-90.483333
Marble Hill,MO,37.313464,-89.962732
Marceline,MO,39.712485,-92.945502
Marionville,MO,37.000906,-93.641345
Marquand,MO,37.427403,-90.174092
Marshall,MO,39.10983,-93.196017
Marshfield,MO,37.331178,-92.925033
Marston,MO,36.508448,-89.628819
Marthasville,MO,38.648619,-91.055459
Martinsburg,MO,39.09675,-91.66463
Martinsville,MO,40.366206,-94.164463
Maryland Heights,MO,38.722896,-90.447403
Maryville,MO,40.343399,-94.873479
Matthews,MO,36.807528,-89.576833
Maysville,MO,39.911189,-94.354821
Mayview,MO,39.045898,-93.835306
Maywood,MO,39.933289,-91.614769
Mc Bride,MO,37.724167,-89.861111
Mc Clurg,MO,36.751465,-92.818018
Mc Fall,MO,40.105071,-94.300259
Mc Gee,MO,37.044139,-90.190847
Mc Girk,MO,38.6275,-92.567222
Meadville,MO,39.779468,-93.301389
Memphis,MO,40.46191,-92.185083
Mendon,MO,39.582849,-93.089168
Mercer,MO,40.516917,-93.524197
Meta,MO,38.250039,-92.135797
Metz,MO,37.9975,-94.443056
Mexico,MO,39.171233,-91.889473
Miami,MO,39.282095,-93.19678
Middle Brook,MO,37.670161,-90.673504
Middletown,MO,39.105494,-91.387312
Milan,MO,40.184435,-93.136149
Milford,MO,37.584722,-94.156944
Mill Spring,MO,37.067477,-90.674625
Miller,MO,37.222454,-93.842188
Millersville,MO,37.440138,-89.795035
Milo,MO,37.744559,-94.304632
Mindenmines,MO,37.451987,-94.575573
Mineral Point,MO,37.915555,-90.719324
Missouri City,MO,39.240833,-94.287778
Moberly,MO,39.420239,-92.435793
Mokane,MO,38.699839,-91.886815
Monett,MO,36.921242,-93.925766
Monroe City,MO,39.654586,-91.722999
Montgomery City,MO,38.983949,-91.508486
Monticello,MO,40.10402,-91.712267
Montier,MO,36.986944,-91.575278
Montreal,MO,37.985108,-92.547031
Montrose,MO,38.259702,-93.995239
Moody,MO,36.533018,-91.989756
Mooresville,MO,39.74249,-93.71693
Mora,MO,38.520726,-93.227232
Morehouse,MO,36.819041,-89.685191
Morley,MO,37.043611,-89.610278
Morrison,MO,38.605967,-91.657972
Morrisville,MO,37.468588,-93.427486
Morse Mill,MO,38.276667,-90.653056
Mosby,MO,39.315556,-94.293611
Moscow Mills,MO,38.922927,-90.963001
Mound City,MO,40.136238,-95.213837
Moundville,MO,37.747637,-94.449645
Mount Sterling,MO,38.538786,-91.610315
Mount Vernon,MO,37.104466,-93.797632
Mountain Grove,MO,37.162638,-92.283893
Mountain View,MO,36.989197,-91.709937
Myrtle,MO,36.521697,-91.270584
Napoleon,MO,39.114034,-94.070911
Naylor,MO,36.584337,-90.612354
Neck City,MO,37.256944,-94.444167
Neelyville,MO,36.571005,-90.499491
Nelson,MO,39.010447,-93.031102
Neosho,MO,36.870634,-94.386218
Nevada,MO,37.840853,-94.357127
New Bloomfield,MO,38.709996,-92.082983
New Boston,MO,39.933234,-92.915967
New Cambria,MO,39.75509,-92.769469
New Florence,MO,38.902309,-91.490861
New Franklin,MO,39.020042,-92.738601
New Hampton,MO,40.244439,-94.178565
New Haven,MO,38.573995,-91.22905
New London,MO,39.591672,-91.39599
New Madrid,MO,36.607284,-89.536645
New Melle,MO,38.709722,-90.879444
Newark,MO,39.997428,-91.99236
Newburg,MO,37.900778,-91.880683
Newtonia,MO,36.876667,-94.185278
Newtown,MO,40.361227,-93.307279
Niangua,MO,37.398537,-92.776337
Nixa,MO,37.051154,-93.297176
Noble,MO,36.744052,-92.57686
Noel,MO,36.541668,-94.490627
Norborne,MO,39.329903,-93.67609
Norwood,MO,37.068696,-92.408209
Novelty,MO,40.035997,-92.243783
Novinger,MO,40.268513,-92.717236
O Fallon,MO,38.800101,-90.720159
Oak Grove,MO,38.998456,-94.139946
Oak Ridge,MO,37.525787,-89.750818
Odessa,MO,38.982938,-93.975731
Old Appleton,MO,37.583014,-89.707091
Old Monroe,MO,38.934581,-90.778196
Oldfield,MO,36.970416,-93.032526
Olean,MO,38.400059,-92.53031
Olney,MO,39.087509,-91.211314
Oran,MO,37.086977,-89.673364
Oregon,MO,39.980906,-95.123358
Oronogo,MO,37.243288,-94.446246
Orrick,MO,39.211577,-94.123863
Osage Beach,MO,38.13805,-92.666427
Osborn,MO,39.768436,-94.247677
Osceola,MO,38.028553,-93.753621
Otterville,MO,38.71607,-93.010819
Owensville,MO,38.351119,-91.486679
Oxly,MO,36.587385,-90.691973
Ozark,MO,37.016926,-93.202211
Pacific,MO,38.492168,-90.747968
Palmyra,MO,39.791309,-91.536817
Paris,MO,39.493219,-92.011323
Park Hills,MO,37.85555,-90.52735
Parma,MO,36.585629,-89.818971
Parnell,MO,40.472288,-94.659519
Patterson,MO,37.195992,-90.577171
Patton,MO,37.473347,-90.050045
Pattonsburg,MO,40.042756,-94.134295
Peace Valley,MO,36.837974,-91.769598
Peculiar,MO,38.716453,-94.44053
Perkins,MO,37.094722,-89.775278
Perry,MO,39.420721,-91.664125
Perryville,MO,37.717437,-89.873664
Pevely,MO,38.279911,-90.411075
Philadelphia,MO,39.835931,-91.753803
Phillipsburg,MO,37.583177,-92.741631
Pickering,MO,40.459073,-94.841119
Piedmont,MO,37.15727,-90.69902
Pierce City,MO,36.972992,-94.00241
Pilot Grove,MO,38.871168,-92.930461
Pilot Knob,MO,37.621111,-90.640278
Pineville,MO,36.580243,-94.351461
Pittsburg,MO,37.8442,-93.335615
Plato,MO,37.512231,-92.170913
Platte City,MO,39.360171,-94.788972
Plattsburg,MO,39.57047,-94.433814
Pleasant Hill,MO,38.785856,-94.243961
Pleasant Hope,MO,37.4615,-93.261733
Plevna,MO,39.992561,-92.111716
Pocahontas,MO,37.501111,-89.638889
Point Lookout,MO,36.617222,-93.239167
Polk,MO,37.752928,-93.294065
Pollock,MO,40.33852,-93.111506
Polo,MO,39.564697,-94.074303
Pomona,MO,36.84409,-91.913668
Ponce De Leon,MO,36.89054,-93.367055
Pontiac,MO,36.524804,-92.561221
Poplar Bluff,MO,36.766235,-90.416647
Portage Des Sioux,MO,38.927629,-90.353115
Portageville,MO,36.427945,-89.700234
Portland,MO,38.784701,-91.700567
Potosi,MO,37.954942,-90.841467
Pottersville,MO,36.706822,-92.044044
Powell,MO,36.556252,-94.167541
Powersite,MO,36.630656,-93.090015
Powersville,MO,40.527155,-93.284436
Prairie Home,MO,38.825331,-92.597376
Preston,MO,37.939025,-93.171295
Princeton,MO,40.385533,-93.577394
Protem,MO,36.546336,-92.829689
Purcell,MO,37.242222,-94.435
Purdin,MO,39.952948,-93.17002
Purdy,MO,36.806917,-93.916376
Puxico,MO,36.942163,-90.162258
Queen City,MO,40.415175,-92.566263
Quincy,MO,38.002925,-93.471281
Qulin,MO,36.581769,-90.261674
Racine,MO,36.896111,-94.527222
Ravenwood,MO,40.357902,-94.68051
Raymondville,MO,37.356913,-91.813089
Raymore,MO,38.801896,-94.452893
Rayville,MO,39.385291,-94.02841
Rea,MO,40.059263,-94.700184
Redford,MO,37.323518,-90.921994
Reeds,MO,37.122477,-94.161272
Reeds Spring,MO,36.694658,-93.372182
Renick,MO,39.342778,-92.413611
Republic,MO,37.123017,-93.480041
Revere,MO,40.495,-91.6775
Reynolds,MO,37.400833,-91.073333
Rhineland,MO,38.763811,-91.515105
Rich Hill,MO,38.09438,-94.363454
Richards,MO,37.906111,-94.559227
Richland,MO,37.852752,-92.396245
Richmond,MO,39.279298,-93.979163
Richwoods,MO,38.149639,-90.83099
Ridgedale,MO,36.524662,-93.277808
Ridgeway,MO,40.399896,-93.957527
Risco,MO,36.553333,-89.817778
Riverside,MO,39.177927,-94.616669
Rives,MO,36.093611,-90.013333
Roach,MO,38.008825,-92.807456
Robertsville,MO,38.381602,-90.801619
Roby,MO,37.496993,-92.122188
Rocheport,MO,38.975578,-92.507854
Rock Port,MO,40.430581,-95.527403
Rockaway Beach,MO,36.713686,-93.171535
Rockbridge,MO,36.789444,-92.408889
Rockville,MO,38.076583,-94.129904
Rocky Comfort,MO,36.717546,-94.109066
Rocky Mount,MO,38.291057,-92.705921
Rogersville,MO,37.131047,-93.096449
Rolla,MO,37.948527,-91.760348
Rombauer,MO,36.843056,-90.28
Roscoe,MO,37.972778,-93.811944
Rosebud,MO,38.385301,-91.397407
Rosendale,MO,40.039853,-94.832808
Rothville,MO,39.662666,-93.046683
Rueter,MO,36.631415,-92.918792
Rush Hill,MO,39.193163,-91.688825
Rushville,MO,39.565272,-95.041259
Russellville,MO,38.500534,-92.429122
Rutledge,MO,40.328984,-92.097559
Saginaw,MO,37.023889,-94.468056
Saint Albans,MO,38.579167,-90.775
Saint Ann,MO,38.725928,-90.386418
Saint Charles,MO,38.801424,-90.506503
Saint Clair,MO,38.329927,-90.971346
Saint Elizabeth,MO,38.271244,-92.263503
Saint James,MO,38.005622,-91.607565
Saint Joseph,MO,39.768755,-94.838488
Saint Louis,MO,38.642574,-90.324189
Saint Mary,MO,37.914034,-89.929268
Saint Patrick,MO,40.319851,-91.654677
Saint Peters,MO,38.78024,-90.622765
Saint Robert,MO,37.828056,-92.1775
Saint Thomas,MO,38.391246,-92.189382
Sainte Genevieve,MO,37.950356,-90.09604
Salem,MO,37.616952,-91.525809
Salisbury,MO,39.431853,-92.80144
Santa Fe,MO,39.398929,-91.829377
Sarcoxie,MO,37.072382,-94.11514
Savannah,MO,39.916774,-94.826733
Saverton,MO,39.646389,-91.268056
Schell City,MO,38.009403,-94.15791
Scott City,MO,37.20771,-89.518081
Sedalia,MO,38.696076,-93.232268
Sedgewickville,MO,37.536962,-89.927246
Seligman,MO,36.527593,-93.935851
Senath,MO,36.132428,-90.163224
Seneca,MO,36.844169,-94.559367
Seymour,MO,37.166726,-92.785659
Shelbina,MO,39.694718,-92.03706
Shelbyville,MO,39.810792,-92.049782
Sheldon,MO,37.683969,-94.254835
Shell Knob,MO,36.616672,-93.624855
Sheridan,MO,40.492822,-94.570149
Shook,MO,37.076976,-90.30059
Sibley,MO,39.162658,-94.199019
Sikeston,MO,36.891111,-89.58197
Silex,MO,39.116617,-91.036988
Silva,MO,37.211892,-90.437472
Skidmore,MO,40.28961,-95.079241
Slater,MO,39.216273,-93.054674
Smithton,MO,38.649973,-93.108072
Smithville,MO,39.391739,-94.559239
Solo,MO,37.167052,-91.959905
South Fork,MO,36.629312,-91.912484
South Greenfield,MO,37.374256,-93.844482
South West City,MO,36.531924,-94.596141
Sparta,MO,36.977524,-93.106483
Spickard,MO,40.239985,-93.550291
Spokane,MO,36.863639,-93.275447
Springfield,MO,37.2152,-93.295
Squires,MO,36.850406,-92.584443
Stanberry,MO,40.229285,-94.538691
Stanton,MO,38.274444,-91.105556
Stark City,MO,36.878538,-94.154811
Steedman,MO,38.756604,-91.788837
Steele,MO,36.091528,-89.834585
Steelville,MO,37.962998,-91.329337
Stella,MO,36.751553,-94.20858
Stet,MO,39.423056,-93.758611
Stewartsville,MO,39.745465,-94.51779
Stockton,MO,37.72408,-93.796013
Stotts City,MO,37.103148,-93.954329
Stoutland,MO,37.869338,-92.511373
Stoutsville,MO,39.559425,-91.829661
Stover,MO,38.441352,-92.994667
Strafford,MO,37.279718,-93.10663
Strasburg,MO,38.76,-94.166111
Sturdivant,MO,37.071011,-90.009215
Sturgeon,MO,39.205705,-92.295264
Success,MO,37.480533,-92.003621
Sullivan,MO,38.230706,-91.156662
Summersville,MO,37.148352,-91.68277
Sumner,MO,39.654992,-93.224128
Sunrise Beach,MO,38.155845,-92.785395
Sweet Springs,MO,38.965953,-93.424683
Syracuse,MO,38.637423,-92.882265
